clientID,POS,traitName,traitWgt,metricName,metricWgt,statName,statWgt,inverse,
4,DM,PASSING,0.244,Accuracy,0.243,successfulThroughPassesPct,0,0,
4,DM,PASSING,0.244,Accuracy,0.243,successfulVerticalPassesPct,0,0,
4,DM,PASSING,0.244,Direction,0.164,backPassesPct,0.5,1,
4,DM,PASSING,0.244,Direction,0.164,forwardPassesPct,0.253,0,
4,DM,PASSING,0.244,Direction,0.164,lateralPassesPct,0.247,1,
4,DM,PASSING,0.244,Intent,0.085,attackingActions90,0.27,0,
4,DM,PASSING,0.244,Intent,0.085,successfulAttackingActions90,0.216,0,
4,DM,PASSING,0.244,Intent,0.085,successfulAttackingActionsPct,0.179,0,
4,DM,PASSING,0.244,Intent,0.085,keyPasses90,0.129,0,
4,DM,PASSING,0.244,Intent,0.085,keyPassesRatio,0.094,0,
4,DM,PASSING,0.244,Intent,0.085,longPassLength,0.05,0,
4,DM,PASSING,0.244,Intent,0.085,longPasses90,0.044,0,
4,DM,PASSING,0.244,Intent,0.085,throughPasses90,0.017,0,
4,DM,DEFENDING,0.207,Aerial,0.536,aerialDuels90,0.889,0,
4,DM,DEFENDING,0.207,Aerial,0.536,aerialDuelsWon90,0.111,0,
4,DM,DEFENDING,0.207,Aerial,0.536,aerialDuelsWonPct,0,0,
4,DM,DEFENDING,0.207,On Ball,0.343,defensiveActions90,0.325916667,0,
4,DM,DEFENDING,0.207,On Ball,0.343,successfulDefensiveAction90,0.138916667,0,
4,DM,DEFENDING,0.207,On Ball,0.343,successfulDefensiveActionPct,0.129916667,0,
4,DM,DEFENDING,0.207,On Ball,0.343,defensiveDuels90,0.094916667,0,
4,DM,DEFENDING,0.207,On Ball,0.343,defensiveDuelsWon90,0.079916667,0,
4,DM,DEFENDING,0.207,On Ball,0.343,defensiveDuelsWonPct,0.066916667,0,
4,DM,DEFENDING,0.207,On Ball,0.343,dribblesAgainst90,0.050916667,0,
4,DM,DEFENDING,0.207,On Ball,0.343,dribblesAgainstWon90,0.046916667,0,
4,DM,DEFENDING,0.207,On Ball,0.343,dribblesAgainstWonPct,0.039916667,0,
4,DM,DEFENDING,0.207,On Ball,0.343,pressingDuels90,0.023916667,0,
4,DM,DEFENDING,0.207,On Ball,0.343,slidingTackles90,0.004916667,0,
4,DM,DEFENDING,0.207,On Ball,0.343,successfulSlidingTackles90,0,0,
4,DM,DEFENDING,0.207,On Ball,0.343,successfulSlidingTacklesPct,0,0,
4,DM,DEFENDING,0.207,Off Ball,0.103,ballRecoveries90,0.311,0,
4,DM,DEFENDING,0.207,Off Ball,0.103,clearances90,0.15,0,
4,DM,DEFENDING,0.207,Off Ball,0.103,counterpressingRecoveries90,0.112,0,
4,DM,DEFENDING,0.207,Off Ball,0.103,dangerousOpponentHalfRecoveries90,0.102,0,
4,DM,DEFENDING,0.207,Off Ball,0.103,interceptions90,0.094,0,
4,DM,DEFENDING,0.207,Off Ball,0.103,looseBallDuels90,0.082,0,
4,DM,DEFENDING,0.207,Off Ball,0.103,looseBallDuelsWon90,0.067,0,
4,DM,DEFENDING,0.207,Off Ball,0.103,looseBallDuelsWonPct,0.037,0,
4,DM,DEFENDING,0.207,Off Ball,0.103,opponentHalfRecoveries90,0.031,0,
4,DM,DEFENDING,0.207,Off Ball,0.103,recoveries90,0.015,0,
4,DM,DEFENDING,0.207,Fouls,0.018,adjCards90,0.635,1,
4,DM,DEFENDING,0.207,Fouls,0.018,directRedCards,0,1,0
4,DM,DEFENDING,0.207,Fouls,0.018,fouls90,0.358,1,
4,DM,DEFENDING,0.207,Fouls,0.018,redCards,0,1,
4,DM,DEFENDING,0.207,Fouls,0.018,yellowCards,0,1,
4,DM,DEFENDING,0.207,Fouls,0.018,yellowCardsPerFoul,0.007,1,
4,FB,SCORING,0.321,Goalscoring,0.461,goals90,1,0,
4,FB,SCORING,0.321,Goalscoring,0.461,goalsPassesRatio,0,0,
4,FB,SCORING,0.321,Goalscoring,0.461,goalsWithoutPenalties90,0,0,
4,FB,SCORING,0.321,Shooting,0.333,headShots90,0.414,0,
4,FB,SCORING,0.321,Shooting,0.333,shots90,0.201,0,
4,FB,SCORING,0.321,Shooting,0.333,shotsBlocked90,0.188,1,
4,FB,SCORING,0.321,Shooting,0.333,shotsOnTarget90,0.123,0,
4,FB,SCORING,0.321,Shooting,0.333,xgShot90,0.074,0,
4,FB,SCORING,0.321,Shooting,0.333,shotsPassesRatio,0,0,
4,FB,SCORING,0.321,Conversion,0.205,goalConversionPct,0.616,0,
4,FB,SCORING,0.321,Conversion,0.205,headShotsOnTargetPct,0.25,0,
4,FB,SCORING,0.321,Conversion,0.205,goalsShotsRatio,0.089,0,
4,FB,SCORING,0.321,Conversion,0.205,goalsShotsOnTargetRatio,0.045,0,
4,FB,SCORING,0.321,Positioning,0,passesToFinalThird90,0.304,0,
4,FB,SCORING,0.321,Positioning,0,progressiveRun90,0.22,0,
4,FB,SCORING,0.321,Positioning,0,touchInBox90,0.202,0,
4,FB,SCORING,0.321,Positioning,0,passesToFinalThirdRatio,0.17,0,
4,FB,SCORING,0.321,Positioning,0,touchInBoxReceivedPassRatio,0.104,0,
4,FB,CREATING,0.253,Assists,0.473,assists90,0.402,0,
4,FB,CREATING,0.253,Assists,0.473,secondAssists90,0.18,0,
4,FB,CREATING,0.253,Assists,0.473,shotAssists90,0.142,0,
4,FB,CREATING,0.253,Assists,0.473,shotOnTargetAssists90,0.108,0,
4,FB,CREATING,0.253,Assists,0.473,thirdAssists90,0.089,0,
4,FB,CREATING,0.253,Assists,0.473,xgAssist90,0.046,0,
4,FB,CREATING,0.253,Assists,0.473,successfulShotAssistsPct,0.034,0,
4,FB,CREATING,0.253,Assists,0.473,assistsPassesRatio,0,0,
4,FB,CREATING,0.253,Crossing,0.209,crosses90,0.447,0,
4,FB,CREATING,0.253,Crossing,0.209,successfulCrosses90,0.264,0,
4,FB,CREATING,0.253,Crossing,0.209,crossesPassesRatio,0.229,0,
4,FB,CREATING,0.253,Crossing,0.209,successfulCrossesPct,0.06,0,
4,FB,CREATING,0.253,Dribbling,0.165,dribbles90,0.368,0,
4,FB,CREATING,0.253,Dribbling,0.165,foulsSuffered90,0.218,0,
4,FB,CREATING,0.253,Dribbling,0.165,successfulDribbles90,0.153,0,
4,FB,CREATING,0.253,Dribbling,0.165,successfulDribblesPct,0.136,0,
4,FB,CREATING,0.253,Dribbling,0.165,dribblesPassesRatio,0.106,0,
4,FB,CREATING,0.253,Dribbling,0.165,offensiveDuelsWonPct,0.019,0,
4,FB,CREATING,0.253,Comb Play,0.154,dangerousOwnHalfLosses90,0.331,1,
4,FB,CREATING,0.253,Comb Play,0.154,linkupPlays90,0.183,0,
4,FB,CREATING,0.253,Comb Play,0.154,missedBalls90,0.17,1,
4,FB,CREATING,0.253,Comb Play,0.154,progressivePasses90,0.162,0,
4,FB,CREATING,0.253,Comb Play,0.154,smartPasses90,0.149,0,
4,FB,CREATING,0.253,Comb Play,0.154,successfulLinkupPlays90,0.004,0,
4,FB,PASSING,0.241,Involvement,0.499,passes90,0.641,0,
4,FB,PASSING,0.241,Involvement,0.499,receivedPass90,0.336,0,
4,FB,PASSING,0.241,Involvement,0.499,receivedPassRatio,0.023,0,
4,FB,PASSING,0.241,Accuracy,0.222,ballLosses90,0.289,1,
4,FB,PASSING,0.241,Accuracy,0.222,ownHalfLosses90,0.19,1,
4,FB,PASSING,0.241,Accuracy,0.222,successfulKeyPassesPct,0.15,0,
4,FB,PASSING,0.241,Accuracy,0.222,successfulLongPassesPct,0.143,0,
4,FB,PASSING,0.241,Accuracy,0.222,successfulPassesPct,0.132,0,
4,FB,PASSING,0.241,Accuracy,0.222,successfulPassesToFinalThirdPct,0.096,0,
4,FB,PASSING,0.241,Accuracy,0.222,successfulProgressivePassesPct,0,0,
4,FB,PASSING,0.241,Accuracy,0.222,successfulSmartPassesPct,0,0,
4,FB,PASSING,0.241,Accuracy,0.222,successfulThroughPassesPct,0,0,
4,FB,PASSING,0.241,Accuracy,0.222,successfulVerticalPassesPct,0,0,
4,FB,PASSING,0.241,Direction,0.18,backPassesPct,0.5,1,
4,FB,PASSING,0.241,Direction,0.18,forwardPassesPct,0.253,0,
4,FB,PASSING,0.241,Direction,0.18,lateralPassesPct,0.247,1,
4,FB,PASSING,0.241,Intent,0.099,attackingActions90,0.314,0,
4,FB,PASSING,0.241,Intent,0.099,successfulAttackingActions90,0.254,0,
4,FB,PASSING,0.241,Intent,0.099,successfulAttackingActionsPct,0.148,0,
4,FB,PASSING,0.241,Intent,0.099,keyPasses90,0.123,0,
4,FB,PASSING,0.241,Intent,0.099,keyPassesRatio,0.093,0,
4,FB,PASSING,0.241,Intent,0.099,longPassLength,0.049,0,
4,FB,PASSING,0.241,Intent,0.099,longPasses90,0.018,0,
4,FB,PASSING,0.241,Intent,0.099,throughPasses90,0,0,
4,FB,DEFENDING,0.185,Aerial,0.552,aerialDuels90,0.951,0,
4,FB,DEFENDING,0.185,Aerial,0.552,aerialDuelsWon90,0.049,0,
4,FB,DEFENDING,0.185,Aerial,0.552,aerialDuelsWonPct,0,0,
4,FB,DEFENDING,0.185,On Ball,0.337,defensiveActions90,0.3128,0,
4,FB,DEFENDING,0.185,On Ball,0.337,successfulDefensiveAction90,0.1568,0,
4,FB,DEFENDING,0.185,On Ball,0.337,successfulDefensiveActionPct,0.1368,0,
4,FB,DEFENDING,0.185,On Ball,0.337,defensiveDuels90,0.0858,0,
4,FB,DEFENDING,0.185,On Ball,0.337,defensiveDuelsWon90,0.0778,0,
4,FB,DEFENDING,0.185,On Ball,0.337,defensiveDuelsWonPct,0.0718,0,
4,FB,DEFENDING,0.185,On Ball,0.337,dribblesAgainst90,0.0628,0,
4,FB,DEFENDING,0.185,On Ball,0.337,dribblesAgainstWon90,0.0398,0,
4,FB,DEFENDING,0.185,On Ball,0.337,dribblesAgainstWonPct,0.0328,0,
4,FB,DEFENDING,0.185,On Ball,0.337,pressingDuels90,0.0258,0,
4,FB,DEFENDING,0.185,On Ball,0.337,slidingTackles90,0.0049,0,
4,FB,DEFENDING,0.185,On Ball,0.337,successfulSlidingTackles90,0,0,
4,FB,DEFENDING,0.185,On Ball,0.337,successfulSlidingTacklesPct,0,0,
4,FB,DEFENDING,0.185,Off Ball,0.084,ballRecoveries90,0.272,0,
4,FB,DEFENDING,0.185,Off Ball,0.084,clearances90,0.157,0,
4,FB,DEFENDING,0.185,Off Ball,0.084,counterpressingRecoveries90,0.151,0,
4,FB,DEFENDING,0.185,Off Ball,0.084,dangerousOpponentHalfRecoveries90,0.104,0,
4,FB,DEFENDING,0.185,Off Ball,0.084,interceptions90,0.098,0,
4,FB,DEFENDING,0.185,Off Ball,0.084,looseBallDuels90,0.075,0,
4,FB,DEFENDING,0.185,Off Ball,0.084,looseBallDuelsWon90,0.054,0,
4,FB,DEFENDING,0.185,Off Ball,0.084,looseBallDuelsWonPct,0.042,0,
4,FB,DEFENDING,0.185,Off Ball,0.084,opponentHalfRecoveries90,0.026,0,
4,FB,DEFENDING,0.185,Off Ball,0.084,recoveries90,0.021,0,
4,FB,DEFENDING,0.185,Fouls,0.027,adjCards90,0.687,1,
4,FB,DEFENDING,0.185,Fouls,0.027,directRedCards,0,1,
4,FB,DEFENDING,0.185,Fouls,0.027,fouls90,0.283,1,
4,FB,DEFENDING,0.185,Fouls,0.027,redCards,0,1,
4,FB,DEFENDING,0.185,Fouls,0.027,yellowCards,0,1,
4,FB,DEFENDING,0.185,Fouls,0.027,yellowCardsPerFoul,0.03,1,
4,CB,SCORING,0.271,Goalscoring,0.446,goals90,1,0,
4,CB,SCORING,0.271,Goalscoring,0.446,goalsPassesRatio,0,0,
4,CB,SCORING,0.271,Goalscoring,0.446,goalsWithoutPenalties90,0,0,
4,CB,SCORING,0.271,Shooting,0.315,headShots90,0.613,0,
4,CB,SCORING,0.271,Shooting,0.315,shots90,0.2,0,
4,CB,SCORING,0.271,Shooting,0.315,shotsBlocked90,0.098,1,
4,CB,SCORING,0.271,Shooting,0.315,shotsOnTarget90,0.069,0,
4,CB,SCORING,0.271,Shooting,0.315,xgShot90,0.019,0,
4,CB,SCORING,0.271,Shooting,0.315,shotsPassesRatio,0,0,
4,CB,SCORING,0.271,Conversion,0.239,goalConversionPct,0.673,0,
4,CB,SCORING,0.271,Conversion,0.239,headShotsOnTargetPct,0.237,0,
4,CB,SCORING,0.271,Conversion,0.239,goalsShotsRatio,0.053,0,
4,CB,SCORING,0.271,Conversion,0.239,goalsShotsOnTargetRatio,0.037,0,
4,CB,SCORING,0.271,Positioning,0,passesToFinalThird90,0.393,0,
4,CB,SCORING,0.271,Positioning,0,progressiveRun90,0.354,0,
4,CB,SCORING,0.271,Positioning,0,touchInBox90,0.141,0,
4,CB,SCORING,0.271,Positioning,0,passesToFinalThirdRatio,0.112,0,
4,CB,SCORING,0.271,Positioning,0,touchInBoxReceivedPassRatio,0,0,
4,CB,CREATING,0.261,Assists,0.515,assists90,0.461,0,
4,CB,CREATING,0.261,Assists,0.515,secondAssists90,0.146,0,
4,CB,CREATING,0.261,Assists,0.515,shotAssists90,0.143,0,
4,CB,CREATING,0.261,Assists,0.515,shotOnTargetAssists90,0.122,0,
4,CB,CREATING,0.261,Assists,0.515,thirdAssists90,0.067,0,
4,CB,CREATING,0.261,Assists,0.515,xgAssist90,0.038,0,
4,CB,CREATING,0.261,Assists,0.515,successfulShotAssistsPct,0.023,0,
4,CB,CREATING,0.261,Assists,0.515,assistsPassesRatio,0,0,
4,CB,CREATING,0.261,Crossing,0.217,crosses90,0.684,0,
4,CB,CREATING,0.261,Crossing,0.217,successfulCrosses90,0.265,0,
4,CB,CREATING,0.261,Crossing,0.217,crossesPassesRatio,0.051,0,
4,CB,CREATING,0.261,Crossing,0.217,successfulCrossesPct,0,0,
4,CB,CREATING,0.261,Dribbling,0.168,dribbles90,0.423,0,
4,CB,CREATING,0.261,Dribbling,0.168,foulsSuffered90,0.226,0,
4,CB,CREATING,0.261,Dribbling,0.168,successfulDribbles90,0.198,0,
4,CB,CREATING,0.261,Dribbling,0.168,successfulDribblesPct,0.135,0,
4,CB,CREATING,0.261,Dribbling,0.168,dribblesPassesRatio,0.018,0,
4,CB,CREATING,0.261,Dribbling,0.168,offensiveDuelsWonPct,0,0,
4,CB,CREATING,0.261,Comb Play,0.1,dangerousOwnHalfLosses90,0.278,1,
4,CB,CREATING,0.261,Comb Play,0.1,linkupPlays90,0.273,0,
4,CB,CREATING,0.261,Comb Play,0.1,missedBalls90,0.241,1,
4,CB,CREATING,0.261,Comb Play,0.1,progressivePasses90,0.208,0,
4,CB,CREATING,0.261,Comb Play,0.1,smartPasses90,0,0,
4,CB,CREATING,0.261,Comb Play,0.1,successfulLinkupPlays90,0,0,
4,CB,PASSING,0.239,Involvement,0.496,passes90,0.684,0,
4,CB,PASSING,0.239,Involvement,0.496,receivedPass90,0.303,0,
4,CB,PASSING,0.239,Involvement,0.496,receivedPassRatio,0.012,0,
4,CB,PASSING,0.239,Accuracy,0.209,ballLosses90,0.346,1,
4,CB,PASSING,0.239,Accuracy,0.209,ownHalfLosses90,0.248,1,
4,CB,PASSING,0.239,Accuracy,0.209,successfulKeyPassesPct,0.236,0,
4,CB,PASSING,0.239,Accuracy,0.209,successfulLongPassesPct,0.171,0,
4,CB,PASSING,0.239,Accuracy,0.209,successfulPassesPct,0,0,
4,CB,PASSING,0.239,Accuracy,0.209,successfulPassesToFinalThirdPct,0,0,
4,CB,PASSING,0.239,Accuracy,0.209,successfulProgressivePassesPct,0,0,
4,CB,PASSING,0.239,Accuracy,0.209,successfulSmartPassesPct,0,0,
4,CB,PASSING,0.239,Accuracy,0.209,successfulThroughPassesPct,0,0,
4,CB,PASSING,0.239,Accuracy,0.209,successfulVerticalPassesPct,0,0,
4,CB,PASSING,0.239,Direction,0.193,backPassesPct,0.5,1,
4,CB,PASSING,0.239,Direction,0.193,forwardPassesPct,0.251,0,
4,CB,PASSING,0.239,Direction,0.193,lateralPassesPct,0.249,1,
4,CB,PASSING,0.239,Intent,0.101,attackingActions90,0.334,0,
4,CB,PASSING,0.239,Intent,0.101,successfulAttackingActions90,0.214,0,
4,CB,PASSING,0.239,Intent,0.101,successfulAttackingActionsPct,0.142,0,
4,CB,PASSING,0.239,Intent,0.101,keyPasses90,0.126,0,
4,CB,PASSING,0.239,Intent,0.101,keyPassesRatio,0.089,0,
4,CB,PASSING,0.239,Intent,0.101,longPassLength,0.076,0,
4,CB,PASSING,0.239,Intent,0.101,longPasses90,0.02,0,
4,CB,PASSING,0.239,Intent,0.101,throughPasses90,0,0,
4,CB,DEFENDING,0.229,Aerial,0.472,aerialDuels90,0.812,0,
4,CB,DEFENDING,0.229,Aerial,0.472,aerialDuelsWon90,0.188,0,
4,CB,DEFENDING,0.229,Aerial,0.472,aerialDuelsWonPct,0,0,
4,CB,DEFENDING,0.229,On Ball,0.425,defensiveActions90,0.287916667,0,
4,CB,DEFENDING,0.229,On Ball,0.425,successfulDefensiveAction90,0.143916667,0,
4,CB,DEFENDING,0.229,On Ball,0.425,successfulDefensiveActionPct,0.121916667,0,
4,CB,DEFENDING,0.229,On Ball,0.425,defensiveDuels90,0.091916667,0,
4,CB,DEFENDING,0.229,On Ball,0.425,defensiveDuelsWon90,0.081916667,0,
4,CB,DEFENDING,0.229,On Ball,0.425,defensiveDuelsWonPct,0.076916667,0,
4,CB,DEFENDING,0.229,On Ball,0.425,dribblesAgainst90,0.068916667,0,
4,CB,DEFENDING,0.229,On Ball,0.425,dribblesAgainstWon90,0.047916667,0,
4,CB,DEFENDING,0.229,On Ball,0.425,dribblesAgainstWonPct,0.043916667,0,
4,CB,DEFENDING,0.229,On Ball,0.425,pressingDuels90,0.034916667,0,
4,CB,DEFENDING,0.229,On Ball,0.425,slidingTackles90,0.004916667,0,
4,CB,DEFENDING,0.229,On Ball,0.425,successfulSlidingTackles90,0,0,
4,CB,DEFENDING,0.229,On Ball,0.425,successfulSlidingTacklesPct,0,0,
4,CB,DEFENDING,0.229,Off Ball,0.091,ballRecoveries90,0.276,0,
4,CB,DEFENDING,0.229,Off Ball,0.091,clearances90,0.158,0,
4,CB,DEFENDING,0.229,Off Ball,0.091,counterpressingRecoveries90,0.145,0,
4,CB,DEFENDING,0.229,Off Ball,0.091,dangerousOpponentHalfRecoveries90,0.111,0,
4,CB,DEFENDING,0.229,Off Ball,0.091,interceptions90,0.096,0,
4,CB,DEFENDING,0.229,Off Ball,0.091,looseBallDuels90,0.079,0,
4,CB,DEFENDING,0.229,Off Ball,0.091,looseBallDuelsWon90,0.056,0,
4,CB,DEFENDING,0.229,Off Ball,0.091,looseBallDuelsWonPct,0.041,0,
4,CB,DEFENDING,0.229,Off Ball,0.091,opponentHalfRecoveries90,0.023,0,
4,CB,DEFENDING,0.229,Off Ball,0.091,recoveries90,0.015,0,
4,CB,DEFENDING,0.229,Fouls,0.012,adjCards90,0.726,1,
4,CB,DEFENDING,0.229,Fouls,0.012,directRedCards,0,1,
4,CB,DEFENDING,0.229,Fouls,0.012,fouls90,0.273,1,
4,CB,DEFENDING,0.229,Fouls,0.012,redCards,0,1,
4,CB,DEFENDING,0.229,Fouls,0.012,yellowCards,0,1,
4,CB,DEFENDING,0.229,Fouls,0.012,yellowCardsPerFoul,0.001,1,
